,id,Procedure type,Document type,Language code,Display code,Name,parent_id,Mandatory
10,7010,CAP,Package leaflet,cs,,"<Přípravek> X s <jídlem> <a> <,> <pitím> <a> <alkoholem>",7005.0,True
11,7011,CAP,Package leaflet,cs,,"Těhotenství <a> <,> kojení <a plodnost>",7005.0,True
12,7012,CAP,Package leaflet,cs,,Řízení dopravních prostředků a obsluha strojů,7005.0,True
13,7013,CAP,Package leaflet,cs,,<Přípravek> X obsahuje {název pomocné látky/pomocných látek},7005.0,False
14,7014,CAP,Package leaflet,cs,3,Jak se <přípravek> X <užívá> <používá>,7001.0,True
15,7015,CAP,Package leaflet,cs,,Použití u dětí <a dospívajících>,7014.0,False
16,7016,CAP,Package leaflet,cs,,"Jestliže jste <užil(a)> <použil(a)> více <přípravku>X, než jste měl(a)",7014.0,False
17,7017,CAP,Package leaflet,cs,,Jestliže jste zapomněl(a) <užít> <použít> <přípravek>X,7014.0,False
18,7018,CAP,Package leaflet,cs,,Jestliže jste přestal(a) <užívat> <používat> <přípravek>X,7014.0,False
19,7019,CAP,Package leaflet,cs,4,Možné nežádoucí účinky,7001.0,True
20,7020,CAP,Package leaflet,cs,,Další nežádoucí účinky u dětí <a dospívajících>,7019.0,False
21,7021,CAP,Package leaflet,cs,,Hlášení nežádoucích účinků,7019.0,True
22,7022,CAP,Package leaflet,cs,5,Jak <přípravek> X uchovávat,7001.0,True
23,7023,CAP,Package leaflet,cs,6,Obsah balení a další informace,7001.0,True
24,7024,CAP,Package leaflet,cs,,Co <přípravek> X obsahuje ,7023.0,True
25,7025,CAP,Package leaflet,cs,,Jak<přípravek> X vypadá a co obsahuje toto balení,7023.0,True
26,7026,CAP,Package leaflet,cs,,Držitel rozhodnutí o registraci a výrobce,7023.0,True
27,7027,CAP,Package leaflet,cs,,Další informace o tomto přípravku získáte u místního zástupce držitele rozhodnutí o registraci:,7023.0,False
28,7028,CAP,Package leaflet,cs,,Tato příbalová informace byla naposledy revidována <{DD. MM. RRRR}> <{MM/RRRR}> <{měsíc RRRR}>.,7023.0,True
29,7029,CAP,Package leaflet,cs,,Další zdroje informací,7023.0,False
30,7030,CAP,Package leaflet,cs,,Následující informace jsou určeny pouze pro zdravotnické pracovníky:,7001.0,False
1,8001,CAP,SmPC,de,,SUMMARY OF PRODUCT CHARACTERISTICS,,True
2,8002,CAP,SmPC,de,,"Dieses Arzneimittel unterliegt einer zusätzlichen Überwachung. Dies ermöglicht eine schnelle Identifizierung neuer Erkenntnisse über die Sicherheit. Angehörige von Gesundheitsberufen sind aufgefordert, jeden Verdachtsfall einer Nebenwirkung zu melden. Hinweise zur Meldung von Nebenwirkungen, siehe Abschnitt 4.8.",8001.0,False
3,8003,CAP,SmPC,de,1,BEZEICHNUNG DES ARZNEIMITTELS,8001.0,True
4,8004,CAP,SmPC,de,2,QUALITATIVE UND QUANTITATIVE ZUSAMMENSETZUNG,8001.0,True
5,8005,CAP,SmPC,de,2.1,Allgemeine Beschreibung,8004.0,False
6,8006,CAP,SmPC,de,2.2,Qualitative und quantitative Zusammensetzung,8004.0,False
7,8007,CAP,SmPC,de,,Sonstige(r) Bestandteil(e) mit bekannter Wirkung,8006.0,False
8,8008,CAP,SmPC,de,3,DARREICHUNGSFORM,8001.0,True
9,8009,CAP,SmPC,de,4,KLINISCHE ANGABEN,8001.0,True
10,8010,CAP,SmPC,de,4.1,Anwendungsgebiete,8009.0,True
11,8011,CAP,SmPC,de,4.2,Dosierung und Art der Anwendung,8009.0,True
12,8012,CAP,SmPC,de,,Dosierung,8011.0,True
13,8013,CAP,SmPC,de,,Kinder und Jugendliche,8012.0,True
14,8014,CAP,SmPC,de,,Art der Anwendung,8011.0,True
15,8015,CAP,SmPC,de,,Vorsichtsmaßnahmen vor / bei der Handhabung bzw. vor / während der Anwendung des Arzneimittels,8014.0,False
16,8016,CAP,SmPC,de,4.3,Gegenanzeigen,8009.0,True
17,8017,CAP,SmPC,de,4.4,Besondere Warnhinweise und Vorsichtsmaßnahmen für die Anwendung,8009.0,True
18,8018,CAP,SmPC,de,,Rückverfolgbarkeit,8017.0,False
19,8019,CAP,SmPC,de,,Kinder und Jugendliche,8017.0,False
20,8020,CAP,SmPC,de,4.5,Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen,8009.0,True
21,8021,CAP,SmPC,de,,Kinder und Jugendliche,8020.0,False
22,8022,CAP,SmPC,de,4.6,"Fertilität, Schwangerschaft und Stillzeit",8009.0,True
23,8023,CAP,SmPC,de,,Schwangerschaft,8022.0,False
24,8024,CAP,SmPC,de,,Stillzeit,8022.0,False
25,8025,CAP,SmPC,de,,Fertilität,8022.0,False
26,8026,CAP,SmPC,de,4.7,Auswirkungen auf die Verkehrstüchtigkeit und die Fähigkeit zum Bedienen von Maschinen,8009.0,True
27,8027,CAP,SmPC,de,4.8,Nebenwirkungen,8009.0,True
28,8028,CAP,SmPC,de,,Kinder und Jugendliche,8027.0,False
29,8029,CAP,SmPC,de,,Meldung des Verdachts auf Nebenwirkungen,8027.0,True
30,8030,CAP,SmPC,de,4.9,Überdosierung,8009.0,True
31,8031,CAP,SmPC,de,,Kinder und Jugendliche,8030.0,False
32,8032,CAP,SmPC,de,5,PHARMAKOLOGISCHE EIGENSCHAFTEN,8001.0,True
33,8033,CAP,SmPC,de,5.1,Pharmakodynamische Eigenschaften,8032.0,True
34,8034,CAP,SmPC,de,,Wirkmechanismus,8033.0,False
35,8035,CAP,SmPC,de,,Pharmakodynamische Wirkungen,8033.0,False
36,8036,CAP,SmPC,de,,Klinische Wirksamkeit und Sicherheit,8033.0,False
37,8037,CAP,SmPC,de,,Kinder und Jugendliche,8033.0,False
38,8038,CAP,SmPC,de,5.2,Pharmakokinetische Eigenschaften,8032.0,True
39,8039,CAP,SmPC,de,,Resorption,8038.0,False
40,8040,CAP,SmPC,de,,Verteilung,8038.0,False
41,8041,CAP,SmPC,de,,Biotransformation,8038.0,False
42,8042,CAP,SmPC,de,,Elimination,8038.0,False
43,8043,CAP,SmPC,de,,Linearität/Nicht-Linearität,8038.0,False
44,8044,CAP,SmPC,de,,Pharmakokinetische/pharmakodynamische Zusammenhänge,8038.0,False
45,8045,CAP,SmPC,de,5.3,Präklinische Daten zur Sicherheit,8032.0,True
46,8046,CAP,SmPC,de,,Beurteilung der Risiken für die Umwelt (Environmental risk assessment [ERA]),8045.0,False
47,8047,CAP,SmPC,de,6,PHARMAZEUTISCHE ANGABEN,8001.0,True
48,8048,CAP,SmPC,de,6.1,Liste der sonstigen Bestandteile,8047.0,True
49,8049,CAP,SmPC,de,6.2,Inkompatibilitäten,8047.0,True
50,8050,CAP,SmPC,de,6.3,Dauer der Haltbarkeit,8047.0,True
51,8051,CAP,SmPC,de,6.4,Besondere Vorsichtsmaßnahmen für die Aufbewahrung,8047.0,True
52,8052,CAP,SmPC,de,6.5,"Art und Inhalt des Behältnisses <und spezielles Zubehör für den Gebrauch, die Anwendung oder die Implantation>",8047.0,True
53,8053,CAP,SmPC,de,6.6,Besondere Vorsichtsmaßnahmen für die Beseitigung <und sonstige Hinweise zur Handhabung>,8047.0,True
54,8054,CAP,SmPC,de,,Anwendung bei Kindern und Jugendlichen,8053.0,False
55,8055,CAP,SmPC,de,7,INHABER DER ZULASSUNG,8001.0,True
56,8056,CAP,SmPC,de,8,ZULASSUNGSNUMMER(N),8001.0,True
57,8057,CAP,SmPC,de,9,DATUM DER ERTEILUNG DER ZULASSUNG/VERLÄNGERUNG DER ZULASSUNG,8001.0,True
58,8058,CAP,SmPC,de,10,STAND DER INFORMATION,8001.0,True
59,8059,CAP,SmPC,de,11,DOSIMETRIE,8001.0,False
60,8060,CAP,SmPC,de,12,ANWEISUNGEN ZUR ZUBEREITUNG VON RADIOAKTIVEN ARZNEIMITTELN,8001.0,False
1,9001,CAP,ANHANG II,de,,ANHANG II,,True
2,9002,CAP,ANHANG II,de,A,"<HERSTELLER DES WIRKSTOFFS/DER WIRKSTOFFE BIOLOGISCHEN URSPRUNGS UND> HERSTELLER, DER (DIE) FÜR DIE CHARGENFREIGABE VERANTWORTLICH IST (SIND)",9001.0,True
3,9003,CAP,ANHANG II,de,,Name und Anschrift des (der) Hersteller(s) des Wirkstoffs/der Wirkstoffe biologischen Ursprungs,9002.0,False
4,9004,CAP,ANHANG II,de,,"Name und Anschrift des (der) Hersteller(s), der (die) für die Chargenfreigabe verantwortlich ist (sind)",9002.0,True
5,9005,CAP,ANHANG II,de,B,BEDINGUNGEN ODER EINSCHRÄNKUNGEN FÜR DIE ABGABE UND DEN GEBRAUCH ,9001.0,True
6,9006,CAP,ANHANG II,de,,Amtliche Chargenfreigabe,9005.0,False
7,9007,CAP,ANHANG II,de,C,SONSTIGE BEDINGUNGEN UND AUFLAGEN DER GENEHMIGUNG FÜR DAS INVERKEHRBRINGEN,9001.0,True
8,9008,CAP,ANHANG II,de,,Regelmäßig aktualisierte Unbedenklichkeitsberichte [Periodic Safety Update Reports (PSURs)],9007.0,True
9,9009,CAP,ANHANG II,de,D,BEDINGUNGEN ODER EINSCHRÄNKUNGEN FÜR DIE SICHERE UND WIRKSAME ANWENDUNG DES ARZNEIMITTELS,9001.0,True
10,9010,CAP,ANHANG II,de,,Risikomanagement-Plan (RMP),9009.0,True
11,9011,CAP,ANHANG II,de,,Zusätzliche Maßnahmen zur Risikominimierung,9009.0,False
12,9012,CAP,ANHANG II,de,,Verpflichtung zur Durchführung von Maßnahmen nach der Zulassung ,9009.0,False
13,9013,CAP,ANHANG II,de,E,SPEZIFISCHE VERPFLICHTUNG ZUM ABSCHLUSS VON MASSNAHMEN NACH DER ZULASSUNG <UNTER „BESONDEREN BEDINGUNGEN“> <UNTER „AUSSERGEWÖHNLICHEN UMSTÄNDEN“,9001.0,False
1,10001,CAP,Etikettierung,de,,ETIKETTIERUNG ,,True
2,10002,CAP,Etikettierung,de,,ANGABEN <AUF DER ÄUSSEREN UMHÜLLUNG> <UND> <AUF DEM BEHÄLTNIS>,10001.0,True
3,10003,CAP,Etikettierung,de,1,BEZEICHNUNG DES ARZNEIMITTELS,10002.0,True
4,10004,CAP,Etikettierung,de,2,WIRKSTOFF(E),10002.0,True
5,10005,CAP,Etikettierung,de,3,SONSTIGE BESTANDTEILE,10002.0,True
6,10006,CAP,Etikettierung,de,4,DARREICHUNGSFORM UND INHALT,10002.0,True
7,10007,CAP,Etikettierung,de,5,HINWEISE ZUR UND ART(EN) DER ANWENDUNG,10002.0,True
8,10008,CAP,Etikettierung,de,6,"WARNHINWEIS, DASS DAS ARZNEIMITTEL FÜR KINDER UNZUGÄNGLICH AUFZUBEWAHREN IST",10002.0,True
9,10009,CAP,Etikettierung,de,7,"WEITERE WARNHINWEISE, FALLS ERFORDERLICH",10002.0,True
10,10010,CAP,Etikettierung,de,8,VERFALLDATUM,10002.0,True
11,10011,CAP,Etikettierung,de,9,BESONDERE VORSICHTSMASSNAHMEN FÜR DIE AUFBEWAHRUNG,10002.0,True
12,10012,CAP,Etikettierung,de,10,GEGEBENENFALLS BESONDERE VORSICHTSMASSNAHMEN FÜR DIE BESEITIGUNG VON NICHT VERWENDETEM ARZNEIMITTEL ODER DAVON STAMMENDEN ABFALLMATERIALIEN,10002.0,True
13,10013,CAP,Etikettierung,de,11,NAME UND ANSCHRIFT DES PHARMAZEUTISCHEN UNTERNEHMERS,10002.0,True
14,10014,CAP,Etikettierung,de,12,ZULASSUNGSNUMMER(N) ,10002.0,True
15,10015,CAP,Etikettierung,de,13,"CHARGENBEZEICHNUNG<, SPENDER- UND PRODUKTCODE>",10002.0,True
16,10016,CAP,Etikettierung,de,14,VERKAUFSABGRENZUNG,10002.0,True
17,10017,CAP,Etikettierung,de,15,HINWEISE FÜR DEN GEBRAUCH,10002.0,True
18,10018,CAP,Etikettierung,de,16,ANGABEN IN BLINDENSCHRIFT,10002.0,True
19,10019,CAP,Etikettierung,de,17,INDIVIDUELLES ERKENNUNGSMERKMAL – 2D-BARCODE,10002.0,True
20,10020,CAP,Etikettierung,de,18,INDIVIDUELLES ERKENNUNGSMERKMAL – VOM MENSCHEN LESBARES FORMAT,10002.0,True
21,10021,CAP,Etikettierung,de,,MINDESTANGABEN AUF BLISTERPACKUNGEN ODER FOLIENSTREIFEN,10001.0,True
22,10022,CAP,Etikettierung,de,1,BEZEICHNUNG DES ARZNEIMITTELS,10021.0,True
23,10023,CAP,Etikettierung,de,2,NAME DES PHARMAZEUTISCHEN UNTERNEHMERS,10021.0,True
24,10024,CAP,Etikettierung,de,3,VERFALLDATUM,10021.0,True
25,10025,CAP,Etikettierung,de,4,"CHARGENBEZEICHNUNG<, SPENDER- UND PRODUKTCODE>",10021.0,True
26,10026,CAP,Etikettierung,de,5,WEITERE ANGABEN,10021.0,True
27,10027,CAP,Etikettierung,de,,MINDESTANGABEN AUF KLEINEN BEHÄLTNISSEN,10001.0,True
28,10028,CAP,Etikettierung,de,1,BEZEICHNUNG DES ARZNEIMITTELS SOWIE ART(EN) DER ANWENDUNG,10027.0,True
29,10029,CAP,Etikettierung,de,2,HINWEISE ZUR ANWENDUNG,10027.0,True
30,10030,CAP,Etikettierung,de,3,VERFALLDATUM,10027.0,True
31,10031,CAP,Etikettierung,de,4,"CHARGENBEZEICHNUNG<, SPENDER- UND PRODUKTCODE>",10027.0,True
32,10032,CAP,Etikettierung,de,5,"INHALT NACH GEWICHT, VOLUMEN ODER EINHEITEN",10027.0,True
33,10033,CAP,Etikettierung,de,6,WEITERE ANGABEN,10027.0,True
1,11001,CAP,Packungsbeilage,de,,PACKUNGSBEILAGE,,True
2,11002,CAP,Packungsbeilage,de,,"q Dieses Arzneimittel unterliegt einer zusätzlichen Überwachung. Dies ermöglicht eine schnelle Identifizierung neuer Erkenntnisse über die Sicherheit. Sie können dabei helfen, indem Sie jede auftretende Nebenwirkung melden. Hinweise zur Meldung von Nebenwirkungen, siehe Ende Abschnitt 4",11001.0,False
3,11003,CAP,Packungsbeilage,de,,Was in dieser Packungsbeilage steht,11001.0,True
4,11004,CAP,Packungsbeilage,de,1,Was ist X und wofür wird es angewendet?,11001.0,True
5,11005,CAP,Packungsbeilage,de,2,Was sollten Sie vor der <Einnahme> <Anwendung> von X beachten?,11001.0,True
6,11006,CAP,Packungsbeilage,de,,"X darf nicht <eingenommen> <angewendet> werden<,>",11005.0,True
7,11007,CAP,Packungsbeilage,de,,Warnhinweise und Vorsichtsmaßnahmen,11005.0,True
8,11008,CAP,Packungsbeilage,de,,Kinder <und Jugendliche>,11005.0,True
9,11009,CAP,Packungsbeilage,de,,<Einnahme> <Anwendung> von X zusammen mit anderen Arzneimitteln,11005.0,True
10,11010,CAP,Packungsbeilage,de,,"<Einnahme> <Anwendung> von X zusammen mit <Nahrungsmitteln> <und> <,> <Getränken> <und> <Alkohol>",11005.0,True
11,11011,CAP,Packungsbeilage,de,,"Schwangerschaft <und> <,> Stillzeit <und Fortpflanzungsfähigkeit>",11005.0,True
12,11012,CAP,Packungsbeilage,de,,Verkehrstüchtigkeit und Fähigkeit zum Bedienen von Maschinen,11005.0,True
13,11013,CAP,Packungsbeilage,de,,X enthält {Bezeichnung <des> <der> sonstigen Bestandteil(s)(e)},11005.0,False
14,11014,CAP,Packungsbeilage,de,3,Wie ist X <einzunehmen> <anzuwenden>?,11001.0,True
15,11015,CAP,Packungsbeilage,de,,Anwendung bei Kindern <und Jugendlichen>,11014.0,False
16,11016,CAP,Packungsbeilage,de,,"Wenn Sie eine größere Menge von X <eingenommen> <angewendet> haben, als Sie sollten",11014.0,False
17,11017,CAP,Packungsbeilage,de,,Wenn Sie die <Einnahme> <Anwendung> von X vergessen haben,11014.0,False
18,11018,CAP,Packungsbeilage,de,,Wenn Sie die <Einnahme> <Anwendung> von X abbrechen,11014.0,False
19,11019,CAP,Packungsbeilage,de,4,Welche Nebenwirkungen sind möglich?,11001.0,True
20,11020,CAP,Packungsbeilage,de,,Zusätzliche Nebenwirkungen bei Kindern <und Jugendlichen>,11019.0,False
21,11021,CAP,Packungsbeilage,de,,Meldung von Nebenwirkungen,11019.0,True
22,11022,CAP,Packungsbeilage,de,5,Wie ist X aufzubewahren?,11001.0,True
23,11023,CAP,Packungsbeilage,de,6,Inhalt der Packung und weitere Informationen,11001.0,True
24,11024,CAP,Packungsbeilage,de,,Was X enthält,11023.0,True
25,11025,CAP,Packungsbeilage,de,,Wie X aussieht und Inhalt der Packung,11023.0,True
26,11026,CAP,Packungsbeilage,de,,Pharmazeutischer Unternehmer und Hersteller,11023.0,True
27,11027,CAP,Packungsbeilage,de,,"Falls Sie weitere Informationen über das Arzneimittel wünschen, setzen Sie sich bitte mit dem örtlichen Vertreter des pharmazeutischen Unternehmers in Verbindung:",11023.0,False
28,11028,CAP,Packungsbeilage,de,,Diese Packungsbeilage wurde zuletzt überarbeitet im <{MM.JJJJ}> <{Monat JJJJ}>.,11023.0,True
29,11029,CAP,Packungsbeilage,de,,Weitere Informationsquellen,11023.0,False
30,11030,CAP,Packungsbeilage,de,,Die folgenden Informationen sind für medizinisches Fachpersonal bestimmt:,11001.0,False
1,12001,CAP,SmPC,es,,FICHA TÉCNICA O RESUMEN DE LAS CARACTERÍSTICAS DEL PRODUCTO,,True
2,12002,CAP,SmPC,es,,"qEste medicamento está sujeto a seguimiento adicional, lo que agilizará la detección de nueva información sobre su seguridad. Se invita a los profesionales sanitarios a notificar las sospechas de reacciones adversas. Ver  la sección 4.8, en la que se incluye información sobre cómo notificarlas.",12001.0,False
3,12003,CAP,SmPC,es,1,NOMBRE DEL MEDICAMENTO,12001.0,True
4,12004,CAP,SmPC,es,2,COMPOSICIÓN CUALITATIVA Y CUANTITATIVA,12001.0,True
5,12005,CAP,SmPC,es,2.1,Descripción general,12004.0,False
6,12006,CAP,SmPC,es,2.2,Composición cualitativa y cuantitativa,12004.0,False
7,12007,CAP,SmPC,es,,Excipiente(s) con efecto conocido,12006.0,False
8,12008,CAP,SmPC,es,3,FORMA FARMACÉUTICA,12001.0,True
9,12009,CAP,SmPC,es,4,DATOS CLÍNICOS,12001.0,True
10,12010,CAP,SmPC,es,4.1,Indicaciones terapéuticas,12009.0,True
11,12011,CAP,SmPC,es,4.2,Posología y forma de administración,12009.0,True
12,12012,CAP,SmPC,es,,Posología,12011.0,True
13,12013,CAP,SmPC,es,,Población pediátrica,12012.0,True
14,12014,CAP,SmPC,es,,Forma de administración ,12011.0,True
15,12015,CAP,SmPC,es,,Precauciones que se deben tomar antes de manipular o administrar el medicamento,12014.0,False
16,12016,CAP,SmPC,es,4.3,Contraindicaciones,12009.0,True
17,12017,CAP,SmPC,es,4.4,Advertencias y precauciones especiales de empleo,12009.0,True
18,12018,CAP,SmPC,es,,Trazabilidad,12017.0,False
19,12019,CAP,SmPC,es,,Población pediátrica,12017.0,False
20,12020,CAP,SmPC,es,4.5,Interacción con otros medicamentos y otras formas de interacción,12009.0,True
21,12021,CAP,SmPC,es,,Población pediátrica,12020.0,False
22,12022,CAP,SmPC,es,4.6,"Fertilidad, embarazo y lactancia",12009.0,True
23,12023,CAP,SmPC,es,,Embarazo,12022.0,False
24,12024,CAP,SmPC,es,,Lactancia,12022.0,False
25,12025,CAP,SmPC,es,,Fertilidad,12022.0,False
26,12026,CAP,SmPC,es,4.7,Efectos sobre la capacidad para conducir y utilizar máquinas,12009.0,True
27,12027,CAP,SmPC,es,4.8,Reacciones adversas,12009.0,True
28,12028,CAP,SmPC,es,,Población pediátrica,12027.0,False
29,12029,CAP,SmPC,es,,Notificación de sospechas de reacciones adversas,12027.0,True
30,12030,CAP,SmPC,es,4.9,Sobredosis,12009.0,True
31,12031,CAP,SmPC,es,,Población pediátrica,12030.0,False
32,12032,CAP,SmPC,es,5,PROPIEDADES FARMACOLÓGICAS,12001.0,True
33,12033,CAP,SmPC,es,5.1,Propiedades farmacodinámicas,12032.0,True
34,12034,CAP,SmPC,es,,Mecanismo de acción,12033.0,False
35,12035,CAP,SmPC,es,,Efectos farmacodinámicos,12033.0,False
36,12036,CAP,SmPC,es,,Eficacia clínica y seguridad,12033.0,False
37,12037,CAP,SmPC,es,,Población pediátrica,12033.0,False
38,12038,CAP,SmPC,es,5.2,Propiedades farmacocinéticas,12032.0,True
39,12039,CAP,SmPC,es,,Absorción,12038.0,False
40,12040,CAP,SmPC,es,,Distribución,12038.0,False
41,12041,CAP,SmPC,es,,Biotransformación,12038.0,False
42,12042,CAP,SmPC,es,,Eliminación,12038.0,False
43,12043,CAP,SmPC,es,,Linealidad/No linealidad,12038.0,False
44,12044,CAP,SmPC,es,,Relación(es) farmacocinéticas/farmacodinámica(s),12038.0,False
45,12045,CAP,SmPC,es,5.3,Datos preclínicos sobre seguridad,12032.0,True
46,12046,CAP,SmPC,es,,"Evaluación del riesgo medioambiental (ERA, por sus siglas en inglés)",12045.0,False
47,12047,CAP,SmPC,es,6,DATOS FARMACÉUTICOS,12001.0,True
48,12048,CAP,SmPC,es,6.1,Lista de excipientes,12047.0,True
49,12049,CAP,SmPC,es,6.2,Incompatibilidades,12047.0,True
50,12050,CAP,SmPC,es,6.3,Periodo de validez,12047.0,True
51,12051,CAP,SmPC,es,6.4,Precauciones especiales de conservación,12047.0,True
52,12052,CAP,SmPC,es,6.5,"Naturaleza y contenido del envase <y de los equipos especiales para su utilización, administración o implantación>",12047.0,True
53,12053,CAP,SmPC,es,6.6,Precauciones especiales de eliminación <y otras manipulaciones>,12047.0,True
54,12054,CAP,SmPC,es,,Uso en la población pediátrica ,12053.0,False
55,12055,CAP,SmPC,es,7,TITULAR DE LA AUTORIZACIÓN DE COMERCIALIZACIÓN,12001.0,True
56,12056,CAP,SmPC,es,8,NÚMERO(S) DE AUTORIZACIÓN DE COMERCIALIZACIÓN ,12001.0,True
57,12057,CAP,SmPC,es,9,FECHA DE LA PRIMERA AUTORIZACIÓN/RENOVACIÓN DE LA AUTORIZACIÓN,12001.0,True
58,12058,CAP,SmPC,es,10,FECHA DE LA REVISIÓN DEL TEXTO,12001.0,True
59,12059,CAP,SmPC,es,11,DOSIMETRÍA,12001.0,False
60,12060,CAP,SmPC,es,12,INSTRUCCIONES PARA LA PREPARACIÓN DE RADIOFÁRMACOS,12001.0,False
1,13001,CAP,AnnexII,es,,ANEXO II,,True
2,13002,CAP,AnnexII,es,A,<FABRICANTE(S) DEL (DE LOS) PRINCIPIO(S) ACTIVO(S) BIOLÓGICO(S) Y> FABRICANTE(S) RESPONSABLE(S) DE LA LIBERACIÓN DE LOS LOTES,13001.0,True
3,13003,CAP,AnnexII,es,,Nombre y dirección del (de los) fabricante(s) del (de los) principio(s) activo(s) biológico(s).,13002.0,False
4,13004,CAP,AnnexII,es,,Nombre y dirección del (de los) fabricante(s) responsable(s) de la liberación de los lotes,13002.0,True
5,13005,CAP,AnnexII,es,B,CONDICIONES O RESTRICCIONES DE SUMINISTRO Y USO ,13001.0,True
6,13006,CAP,AnnexII,es,,Liberación oficial de los lotes,13005.0,False
7,13007,CAP,AnnexII,es,C,OTRAS CONDICIONES Y REQUISITOS DE LA AUTORIZACIÓN DE COMERCIALIZACIÓN,13001.0,True
8,13008,CAP,AnnexII,es,,Informes periódicos de seguridad (IPSs),13007.0,True
9,13009,CAP,AnnexII,es,D,CONDICIONES O RESTRICCIONES EN RELACIÓN CON LA UTILIZACIÓN SEGURA Y EFICAZ DEL MEDICAMENTO  ,13001.0,True
10,13010,CAP,AnnexII,es,,Plan de gestión de riesgos (PGR),13009.0,True
11,13011,CAP,AnnexII,es,,Medidas adicionales de minimización de riesgos,13009.0,False
12,13012,CAP,AnnexII,es,,Obligación de llevar a cabo medidas posautorización,13009.0,False
13,13013,CAP,AnnexII,es,E,OBLIGACIÓN ESPECÍFICA DE LLEVAR A CABO MEDIDAS POSAUTORIZACIÓN EN RELACIÓN <CON UNA AUTORIZACIÓN DE COMERCIALIZACIÓN CONDICIONAL><CON UNA AUTORIZACIÓN DE COMERCIALIZACIÓN EN CIRCUNSTANCIAS EXCEPCIONALES,13001.0,False
